Dataset,Missingness Ratio,Mechanism,Iteration,ROC-AUC Score,Impute,precision,recall,sensitivity,specificity,ppv,npv,f1
breast_cancer,0.2,MAR,1,0.9790370127743203,XGBagging,0.9722222222222222,0.9859154929577465,0.9859154929577465,0.9534883720930233,0.9722222222222222,0.9761904761904762,0.979020979020979
breast_cancer,0.2,MAR,2,0.9780740255486406,XGBagging,0.9726027397260274,1.0,1.0,0.9534883720930233,0.9726027397260274,1.0,0.9861111111111112
breast_cancer,0.2,MAR,3,0.9796790042581067,XGBagging,0.9726027397260274,1.0,1.0,0.9534883720930233,0.9726027397260274,1.0,0.9861111111111112
breast_cancer,0.2,MAR,4,0.9796790042581067,XGBagging,0.9859154929577465,0.9859154929577465,0.9859154929577465,0.9767441860465116,0.9859154929577465,0.9767441860465116,0.9859154929577465
breast_cancer,0.2,MAR,5,0.98,XGBagging,0.9861111111111112,1.0,1.0,0.9767441860465116,0.9861111111111112,1.0,0.993006993006993
breast_cancer,0.2,MAR,6,0.98,XGBagging,0.9861111111111112,1.0,1.0,0.9767441860465116,0.9861111111111112,1.0,0.993006993006993
breast_cancer,0.2,MAR,7,0.98,XGBagging,0.9861111111111112,1.0,1.0,0.9767441860465116,0.9861111111111112,1.0,0.993006993006993
breast_cancer,0.2,MAR,8,0.98,XGBagging,1.0,1.0,1.0,1.0,1.0,1.0,1.0
breast_cancer,0.2,MAR,9,0.978716017032427,XGBagging,0.9726027397260274,1.0,1.0,0.9534883720930233,0.9726027397260274,1.0,0.9861111111111112
breast_cancer,0.2,MAR,10,0.9796790042581067,XGBagging,0.9594594594594594,1.0,1.0,0.9302325581395349,0.9594594594594594,1.0,0.9793103448275862
breast_cancer,0.2,MNAR,1,0.98,XGBagging,1.0,1.0,1.0,1.0,1.0,1.0,1.0
breast_cancer,0.2,MNAR,2,0.978716017032427,XGBagging,0.971830985915493,0.971830985915493,0.971830985915493,0.9534883720930233,0.971830985915493,0.9534883720930233,0.971830985915493
breast_cancer,0.2,MNAR,3,0.98,XGBagging,1.0,1.0,1.0,1.0,1.0,1.0,1.0
breast_cancer,0.2,MNAR,4,0.9777530298067475,XGBagging,0.9722222222222222,0.9859154929577465,0.9859154929577465,0.9534883720930233,0.9722222222222222,0.9761904761904762,0.979020979020979
breast_cancer,0.2,MNAR,5,0.9793580085162136,XGBagging,0.9859154929577465,0.9859154929577465,0.9859154929577465,0.9767441860465116,0.9859154929577465,0.9767441860465116,0.9859154929577465
breast_cancer,0.2,MNAR,6,0.978395021290534,XGBagging,0.9722222222222222,0.9859154929577465,0.9859154929577465,0.9534883720930233,0.9722222222222222,0.9761904761904762,0.979020979020979
breast_cancer,0.2,MNAR,7,0.978716017032427,XGBagging,0.9726027397260274,1.0,1.0,0.9534883720930233,0.9726027397260274,1.0,0.9861111111111112
breast_cancer,0.2,MNAR,8,0.98,XGBagging,1.0,1.0,1.0,1.0,1.0,1.0,1.0
breast_cancer,0.2,MNAR,9,0.9796790042581068,XGBagging,0.9726027397260274,1.0,1.0,0.9534883720930233,0.9726027397260274,1.0,0.9861111111111112
breast_cancer,0.2,MNAR,10,0.978716017032427,XGBagging,0.9722222222222222,0.9859154929577465,0.9859154929577465,0.9534883720930233,0.9722222222222222,0.9761904761904762,0.979020979020979
breast_cancer,0.3,MCAR,1,0.9787160170324272,XGBagging,0.9722222222222222,0.9859154929577465,0.9859154929577465,0.9534883720930233,0.9722222222222222,0.9761904761904762,0.979020979020979
breast_cancer,0.3,MCAR,2,0.9783950212905339,XGBagging,0.9722222222222222,0.9859154929577465,0.9859154929577465,0.9534883720930233,0.9722222222222222,0.9761904761904762,0.979020979020979
breast_cancer,0.3,MCAR,3,0.9795185063871602,XGBagging,0.9594594594594594,1.0,1.0,0.9302325581395349,0.9594594594594594,1.0,0.9793103448275862
breast_cancer,0.3,MCAR,4,0.9796790042581068,XGBagging,0.9861111111111112,1.0,1.0,0.9767441860465116,0.9861111111111112,1.0,0.993006993006993
breast_cancer,0.3,MCAR,5,0.9796790042581067,XGBagging,0.9859154929577465,0.9859154929577465,0.9859154929577465,0.9767441860465116,0.9859154929577465,0.9767441860465116,0.9859154929577465
breast_cancer,0.3,MCAR,6,0.9783950212905339,XGBagging,0.9859154929577465,0.9859154929577465,0.9859154929577465,0.9767441860465116,0.9859154929577465,0.9767441860465116,0.9859154929577465
breast_cancer,0.3,MCAR,7,0.9793580085162136,XGBagging,0.9861111111111112,1.0,1.0,0.9767441860465116,0.9861111111111112,1.0,0.993006993006993
breast_cancer,0.3,MCAR,8,0.98,XGBagging,0.9861111111111112,1.0,1.0,0.9767441860465116,0.9861111111111112,1.0,0.993006993006993
breast_cancer,0.3,MCAR,9,0.9774320340648543,XGBagging,0.9726027397260274,1.0,1.0,0.9534883720930233,0.9726027397260274,1.0,0.9861111111111112
breast_cancer,0.3,MCAR,10,0.9777530298067474,XGBagging,0.9594594594594594,1.0,1.0,0.9302325581395349,0.9594594594594594,1.0,0.9793103448275862
breast_cancer,0.3,MAR,1,0.9795185063871602,XGBagging,0.9861111111111112,1.0,1.0,0.9767441860465116,0.9861111111111112,1.0,0.993006993006993
breast_cancer,0.3,MAR,2,0.9780740255486406,XGBagging,0.9726027397260274,1.0,1.0,0.9534883720930233,0.9726027397260274,1.0,0.9861111111111112
breast_cancer,0.3,MAR,3,0.98,XGBagging,0.9861111111111112,1.0,1.0,0.9767441860465116,0.9861111111111112,1.0,0.993006993006993
breast_cancer,0.3,MAR,4,0.978716017032427,XGBagging,0.9594594594594594,1.0,1.0,0.9302325581395349,0.9594594594594594,1.0,0.9793103448275862
breast_cancer,0.3,MAR,5,0.9779135276776941,XGBagging,0.9726027397260274,1.0,1.0,0.9534883720930233,0.9726027397260274,1.0,0.9861111111111112
breast_cancer,0.3,MAR,6,0.98,XGBagging,1.0,1.0,1.0,1.0,1.0,1.0,1.0
breast_cancer,0.3,MAR,7,0.9782345234195873,XGBagging,0.9861111111111112,1.0,1.0,0.9767441860465116,0.9861111111111112,1.0,0.993006993006993
breast_cancer,0.3,MAR,8,0.98,XGBagging,1.0,1.0,1.0,1.0,1.0,1.0,1.0
breast_cancer,0.3,MAR,9,0.9783950212905339,XGBagging,0.9722222222222222,0.9859154929577465,0.9859154929577465,0.9534883720930233,0.9722222222222222,0.9761904761904762,0.979020979020979
breast_cancer,0.3,MAR,10,0.9782345234195873,XGBagging,0.958904109589041,0.9859154929577465,0.9859154929577465,0.9302325581395349,0.958904109589041,0.975609756097561,0.9722222222222222
breast_cancer,0.3,MNAR,1,0.9777530298067474,XGBagging,0.9859154929577465,0.9859154929577465,0.9859154929577465,0.9767441860465116,0.9859154929577465,0.9767441860465116,0.9859154929577465
breast_cancer,0.3,MNAR,2,0.9796790042581067,XGBagging,0.9726027397260274,1.0,1.0,0.9534883720930233,0.9726027397260274,1.0,0.9861111111111112
breast_cancer,0.3,MNAR,3,0.9642712086472324,XGBagging,0.9594594594594594,1.0,1.0,0.9302325581395349,0.9594594594594594,1.0,0.9793103448275862
breast_cancer,0.3,MNAR,4,0.9780740255486408,XGBagging,0.9726027397260274,1.0,1.0,0.9534883720930233,0.9726027397260274,1.0,0.9861111111111112
breast_cancer,0.3,MNAR,5,0.9799999999999999,XGBagging,1.0,1.0,1.0,1.0,1.0,1.0,1.0
breast_cancer,0.3,MNAR,6,0.9783950212905339,XGBagging,0.958904109589041,0.9859154929577465,0.9859154929577465,0.9302325581395349,0.958904109589041,0.975609756097561,0.9722222222222222
breast_cancer,0.3,MNAR,7,0.98,XGBagging,1.0,0.9859154929577465,0.9859154929577465,1.0,1.0,0.9772727272727273,0.9929078014184397
breast_cancer,0.3,MNAR,8,0.9777530298067473,XGBagging,0.958904109589041,0.9859154929577465,0.9859154929577465,0.9302325581395349,0.958904109589041,0.975609756097561,0.9722222222222222
breast_cancer,0.3,MNAR,9,0.98,XGBagging,0.9726027397260274,1.0,1.0,0.9534883720930233,0.9726027397260274,1.0,0.9861111111111112
breast_cancer,0.3,MNAR,10,0.98,XGBagging,1.0,1.0,1.0,1.0,1.0,1.0,1.0
open_ml_breast_cancer,0.1,MCAR,1,0.8282352941176471,XGBagging,0.8181818181818182,0.5294117647058824,0.5294117647058824,0.9512195121951219,0.8181818181818182,0.8297872340425532,0.6428571428571428
open_ml_breast_cancer,0.1,MCAR,2,0.8099282639885222,XGBagging,0.8333333333333334,0.5882352941176471,0.5882352941176471,0.9512195121951219,0.8333333333333334,0.8478260869565217,0.6896551724137931
open_ml_breast_cancer,0.1,MCAR,3,0.7752080344332855,XGBagging,0.7777777777777778,0.4117647058823529,0.4117647058823529,0.9512195121951219,0.7777777777777778,0.7959183673469388,0.5384615384615384
open_ml_breast_cancer,0.1,MCAR,4,0.7789956958393114,XGBagging,0.9,0.5294117647058824,0.5294117647058824,0.975609756097561,0.9,0.8333333333333334,0.6666666666666667
open_ml_breast_cancer,0.1,MCAR,5,0.7411190817790532,XGBagging,0.8181818181818182,0.5294117647058824,0.5294117647058824,0.9512195121951219,0.8181818181818182,0.8297872340425532,0.6428571428571428
open_ml_breast_cancer,0.1,MCAR,6,0.8351793400286944,XGBagging,0.9,0.5294117647058824,0.5294117647058824,0.975609756097561,0.9,0.8333333333333334,0.6666666666666667
open_ml_breast_cancer,0.1,MCAR,7,0.7966714490674319,XGBagging,0.8,0.47058823529411764,0.47058823529411764,0.9512195121951219,0.8,0.8125,0.5925925925925927
open_ml_breast_cancer,0.1,MCAR,8,0.8307604017216643,XGBagging,0.9090909090909091,0.5882352941176471,0.5882352941176471,0.975609756097561,0.9090909090909091,0.851063829787234,0.7142857142857143
open_ml_breast_cancer,0.1,MCAR,9,0.7872022955523673,XGBagging,0.8333333333333334,0.5882352941176471,0.5882352941176471,0.9512195121951219,0.8333333333333334,0.8478260869565217,0.6896551724137931
open_ml_breast_cancer,0.1,MCAR,10,0.7695265423242468,XGBagging,0.7272727272727273,0.47058823529411764,0.47058823529411764,0.926829268292683,0.7272727272727273,0.8085106382978723,0.5714285714285714
open_ml_breast_cancer,0.1,MAR,1,0.7859397417503586,XGBagging,0.8888888888888888,0.47058823529411764,0.47058823529411764,0.975609756097561,0.8888888888888888,0.8163265306122449,0.6153846153846153
open_ml_breast_cancer,0.1,MAR,2,0.7632137733142037,XGBagging,0.7692307692307693,0.5882352941176471,0.5882352941176471,0.926829268292683,0.7692307692307693,0.8444444444444444,0.6666666666666667
open_ml_breast_cancer,0.1,MAR,3,0.7947776183644188,XGBagging,0.9,0.5294117647058824,0.5294117647058824,0.975609756097561,0.9,0.8333333333333334,0.6666666666666667
open_ml_breast_cancer,0.1,MAR,4,0.7954088952654232,XGBagging,0.7272727272727273,0.47058823529411764,0.47058823529411764,0.926829268292683,0.7272727272727273,0.8085106382978723,0.5714285714285714
open_ml_breast_cancer,0.1,MAR,5,0.7625824964131994,XGBagging,0.6363636363636364,0.4117647058823529,0.4117647058823529,0.9024390243902439,0.6363636363636364,0.7872340425531915,0.5
open_ml_breast_cancer,0.1,MAR,6,0.7707890961262555,XGBagging,0.8,0.47058823529411764,0.47058823529411764,0.9512195121951219,0.8,0.8125,0.5925925925925927
open_ml_breast_cancer,0.1,MAR,7,0.7764705882352941,XGBagging,0.8333333333333334,0.5882352941176471,0.5882352941176471,0.9512195121951219,0.8333333333333334,0.8478260869565217,0.6896551724137931
open_ml_breast_cancer,0.1,MAR,8,0.7682639885222382,XGBagging,0.7,0.4117647058823529,0.4117647058823529,0.926829268292683,0.7,0.7916666666666666,0.5185185185185185
open_ml_breast_cancer,0.1,MAR,9,0.7998278335724535,XGBagging,0.8461538461538461,0.6470588235294118,0.6470588235294118,0.9512195121951219,0.8461538461538461,0.8666666666666667,0.7333333333333334
open_ml_breast_cancer,0.1,MAR,10,0.7739454806312769,XGBagging,0.6923076923076923,0.5294117647058824,0.5294117647058824,0.9024390243902439,0.6923076923076923,0.8222222222222222,0.5999999999999999
open_ml_breast_cancer,0.1,MNAR,1,0.8036154949784792,XGBagging,0.8,0.47058823529411764,0.47058823529411764,0.9512195121951219,0.8,0.8125,0.5925925925925927
open_ml_breast_cancer,0.1,MNAR,2,0.7442754662840747,XGBagging,0.75,0.35294117647058826,0.35294117647058826,0.9512195121951219,0.75,0.78,0.48
open_ml_breast_cancer,0.1,MNAR,3,0.8496987087517934,XGBagging,0.9,0.5294117647058824,0.5294117647058824,0.975609756097561,0.9,0.8333333333333334,0.6666666666666667
open_ml_breast_cancer,0.1,MNAR,4,0.805509325681492,XGBagging,0.7272727272727273,0.47058823529411764,0.47058823529411764,0.926829268292683,0.7272727272727273,0.8085106382978723,0.5714285714285714
open_ml_breast_cancer,0.1,MNAR,5,0.8080344332855093,XGBagging,0.8181818181818182,0.5294117647058824,0.5294117647058824,0.9512195121951219,0.8181818181818182,0.8297872340425532,0.6428571428571428
open_ml_breast_cancer,0.1,MNAR,6,0.8168723098995696,XGBagging,0.9090909090909091,0.5882352941176471,0.5882352941176471,0.975609756097561,0.9090909090909091,0.851063829787234,0.7142857142857143
open_ml_breast_cancer,0.1,MNAR,7,0.7941463414634148,XGBagging,0.9,0.5294117647058824,0.5294117647058824,0.975609756097561,0.9,0.8333333333333334,0.6666666666666667
open_ml_breast_cancer,0.1,MNAR,8,0.8124533715925394,XGBagging,0.9333333333333333,0.8235294117647058,0.8235294117647058,0.975609756097561,0.9333333333333333,0.9302325581395349,0.8749999999999999
open_ml_breast_cancer,0.1,MNAR,9,0.763845050215208,XGBagging,0.8181818181818182,0.5294117647058824,0.5294117647058824,0.9512195121951219,0.8181818181818182,0.8297872340425532,0.6428571428571428
open_ml_breast_cancer,0.1,MNAR,10,0.7651076040172166,XGBagging,0.7,0.4117647058823529,0.4117647058823529,0.926829268292683,0.7,0.7916666666666666,0.5185185185185185
open_ml_breast_cancer,0.2,MCAR,1,0.7701578192252512,XGBagging,1.0,0.4117647058823529,0.4117647058823529,1.0,1.0,0.803921568627451,0.5833333333333334
open_ml_breast_cancer,0.2,MCAR,2,0.7916212338593974,XGBagging,0.9090909090909091,0.5882352941176471,0.5882352941176471,0.975609756097561,0.9090909090909091,0.851063829787234,0.7142857142857143
open_ml_breast_cancer,0.2,MCAR,3,0.8111908177905309,XGBagging,0.9230769230769231,0.7058823529411765,0.7058823529411765,0.975609756097561,0.9230769230769231,0.8888888888888888,0.8000000000000002
open_ml_breast_cancer,0.2,MCAR,4,0.7821520803443329,XGBagging,0.9090909090909091,0.5882352941176471,0.5882352941176471,0.975609756097561,0.9090909090909091,0.851063829787234,0.7142857142857143
open_ml_breast_cancer,0.2,MCAR,5,0.8099282639885222,XGBagging,0.8571428571428571,0.7058823529411765,0.7058823529411765,0.9512195121951219,0.8571428571428571,0.8863636363636364,0.7741935483870968
open_ml_breast_cancer,0.2,MCAR,6,0.7550071736011478,XGBagging,0.875,0.4117647058823529,0.4117647058823529,0.975609756097561,0.875,0.8,0.56
open_ml_breast_cancer,0.2,MCAR,7,0.7853084648493543,XGBagging,0.7857142857142857,0.6470588235294118,0.6470588235294118,0.926829268292683,0.7857142857142857,0.8636363636363636,0.7096774193548386
open_ml_breast_cancer,0.2,MCAR,8,0.8212912482065998,XGBagging,0.9,0.5294117647058824,0.5294117647058824,0.975609756097561,0.9,0.8333333333333334,0.6666666666666667
open_ml_breast_cancer,0.2,MCAR,9,0.7878335724533716,XGBagging,0.8333333333333334,0.5882352941176471,0.5882352941176471,0.9512195121951219,0.8333333333333334,0.8478260869565217,0.6896551724137931
open_ml_breast_cancer,0.2,MCAR,10,0.7853084648493545,XGBagging,0.9090909090909091,0.5882352941176471,0.5882352941176471,0.975609756097561,0.9090909090909091,0.851063829787234,0.7142857142857143
open_ml_breast_cancer,0.2,MAR,1,0.7752080344332856,XGBagging,0.8461538461538461,0.6470588235294118,0.6470588235294118,0.9512195121951219,0.8461538461538461,0.8666666666666667,0.7333333333333334
open_ml_breast_cancer,0.2,MAR,2,0.7209182209469154,XGBagging,0.7,0.4117647058823529,0.4117647058823529,0.926829268292683,0.7,0.7916666666666666,0.5185185185185185
open_ml_breast_cancer,0.2,MAR,3,0.8162410329985652,XGBagging,0.8461538461538461,0.6470588235294118,0.6470588235294118,0.9512195121951219,0.8461538461538461,0.8666666666666667,0.7333333333333334
open_ml_breast_cancer,0.2,MAR,4,0.8130846484935438,XGBagging,0.75,0.5294117647058824,0.5294117647058824,0.926829268292683,0.75,0.8260869565217391,0.6206896551724139
open_ml_breast_cancer,0.2,MAR,5,0.7733142037302724,XGBagging,0.7777777777777778,0.4117647058823529,0.4117647058823529,0.9512195121951219,0.7777777777777778,0.7959183673469388,0.5384615384615384
open_ml_breast_cancer,0.2,MAR,6,0.7777331420373028,XGBagging,0.7777777777777778,0.4117647058823529,0.4117647058823529,0.9512195121951219,0.7777777777777778,0.7959183673469388,0.5384615384615384
open_ml_breast_cancer,0.2,MAR,7,0.7670014347202295,XGBagging,0.7692307692307693,0.5882352941176471,0.5882352941176471,0.926829268292683,0.7692307692307693,0.8444444444444444,0.6666666666666667
open_ml_breast_cancer,0.2,MAR,8,0.8345480631276901,XGBagging,0.8,0.47058823529411764,0.47058823529411764,0.9512195121951219,0.8,0.8125,0.5925925925925927
open_ml_breast_cancer,0.2,MAR,9,0.801090387374462,XGBagging,0.875,0.4117647058823529,0.4117647058823529,0.975609756097561,0.875,0.8,0.56
open_ml_breast_cancer,0.2,MAR,10,0.7821520803443329,XGBagging,0.9166666666666666,0.6470588235294118,0.6470588235294118,0.975609756097561,0.9166666666666666,0.8695652173913043,0.7586206896551724
open_ml_breast_cancer,0.2,MNAR,1,0.8522238163558106,XGBagging,0.8888888888888888,0.47058823529411764,0.47058823529411764,0.975609756097561,0.8888888888888888,0.8163265306122449,0.6153846153846153
open_ml_breast_cancer,0.2,MNAR,2,0.8067718794835007,XGBagging,0.8333333333333334,0.5882352941176471,0.5882352941176471,0.9512195121951219,0.8333333333333334,0.8478260869565217,0.6896551724137931
open_ml_breast_cancer,0.2,MNAR,3,0.8496987087517934,XGBagging,1.0,0.6470588235294118,0.6470588235294118,1.0,1.0,0.8723404255319149,0.7857142857142858
open_ml_breast_cancer,0.2,MNAR,4,0.8080344332855093,XGBagging,1.0,0.47058823529411764,0.47058823529411764,1.0,1.0,0.82,0.6399999999999999
open_ml_breast_cancer,0.2,MNAR,5,0.6969296987087517,XGBagging,1.0,0.35294117647058826,0.35294117647058826,1.0,1.0,0.7884615384615384,0.5217391304347826
open_ml_breast_cancer,0.2,MNAR,6,0.8111908177905308,XGBagging,1.0,0.5882352941176471,0.5882352941176471,1.0,1.0,0.8541666666666666,0.7407407407407407
open_ml_breast_cancer,0.2,MNAR,7,0.7493256814921091,XGBagging,0.8181818181818182,0.5294117647058824,0.5294117647058824,0.9512195121951219,0.8181818181818182,0.8297872340425532,0.6428571428571428
open_ml_breast_cancer,0.2,MNAR,8,0.8345480631276901,XGBagging,0.8181818181818182,0.5294117647058824,0.5294117647058824,0.9512195121951219,0.8181818181818182,0.8297872340425532,0.6428571428571428
open_ml_breast_cancer,0.2,MNAR,9,0.8042467718794836,XGBagging,0.75,0.35294117647058826,0.35294117647058826,0.9512195121951219,0.75,0.78,0.48
open_ml_breast_cancer,0.2,MNAR,10,0.7701578192252512,XGBagging,0.9166666666666666,0.6470588235294118,0.6470588235294118,0.975609756097561,0.9166666666666666,0.8695652173913043,0.7586206896551724
open_ml_breast_cancer,0.3,MCAR,1,0.7834146341463414,XGBagging,0.9,0.5294117647058824,0.5294117647058824,0.975609756097561,0.9,0.8333333333333334,0.6666666666666667
open_ml_breast_cancer,0.3,MCAR,2,0.7625824964131994,XGBagging,0.9,0.5294117647058824,0.5294117647058824,0.975609756097561,0.9,0.8333333333333334,0.6666666666666667
open_ml_breast_cancer,0.3,MCAR,3,0.7771018651362984,XGBagging,0.7272727272727273,0.47058823529411764,0.47058823529411764,0.926829268292683,0.7272727272727273,0.8085106382978723,0.5714285714285714
open_ml_breast_cancer,0.3,MCAR,4,0.8023529411764706,XGBagging,0.8888888888888888,0.47058823529411764,0.47058823529411764,0.975609756097561,0.8888888888888888,0.8163265306122449,0.6153846153846153
open_ml_breast_cancer,0.3,MCAR,5,0.7707890961262553,XGBagging,0.8,0.47058823529411764,0.47058823529411764,0.9512195121951219,0.8,0.8125,0.5925925925925927
open_ml_breast_cancer,0.3,MCAR,6,0.7569010043041607,XGBagging,0.875,0.4117647058823529,0.4117647058823529,0.975609756097561,0.875,0.8,0.56
open_ml_breast_cancer,0.3,MCAR,7,0.8137159253945481,XGBagging,0.8571428571428571,0.7058823529411765,0.7058823529411765,0.9512195121951219,0.8571428571428571,0.8863636363636364,0.7741935483870968
open_ml_breast_cancer,0.3,MCAR,8,0.8212912482065997,XGBagging,1.0,0.47058823529411764,0.47058823529411764,1.0,1.0,0.82,0.6399999999999999
open_ml_breast_cancer,0.3,MCAR,9,0.8118220946915351,XGBagging,0.9166666666666666,0.6470588235294118,0.6470588235294118,0.975609756097561,0.9166666666666666,0.8695652173913043,0.7586206896551724
open_ml_breast_cancer,0.3,MCAR,10,0.8099282639885221,XGBagging,0.8888888888888888,0.47058823529411764,0.47058823529411764,0.975609756097561,0.8888888888888888,0.8163265306122449,0.6153846153846153
