Dataset,Missingness Ratio,Mechanism,Iteration,Impute,precision,recall,sensitivity,specificity,ppv,npv,f1
open_ml_breast_cancer,0.3,MAR,8,local,0.634178486533124,0.8251384481713437,0.8086356792079169,0.7788380983256034,0.634178486533124,0.8736300811937824,0.7192097319415567
open_ml_breast_cancer,0.3,MAR,9,local,0.9367014554564491,0.6603964870108452,0.6471885572706283,0.9269513893071599,0.9367014554564491,0.8377651865713136,0.7689522821176288
open_ml_breast_cancer,0.3,MAR,10,local,0.6212911384942286,0.652215037728663,0.6391707369740897,0.7993370305547794,0.6212911384942286,0.8225331637253069,0.6402970745976688
open_ml_breast_cancer,0.3,MNAR,1,local,0.38185445249632505,0.6634250960533978,0.6501565941323298,0.5406557638050945,0.38185445249632505,0.7770226269001835,0.4809691758294357
open_ml_breast_cancer,0.3,MNAR,2,local,0.4229121297050022,0.8273543595795715,0.81080727238798,0.5247898918413935,0.4229121297050022,0.8509087628642326,0.5579235877518735
open_ml_breast_cancer,0.3,MNAR,3,local,0.5068621562342404,0.7118796762623585,0.6976420827371113,0.6781866565517044,0.5068621562342404,0.8245740827518678,0.5896099717129137
open_ml_breast_cancer,0.3,MNAR,4,local,0.37894713688589976,0.603373271660169,0.5913058062269656,0.5688828089310872,0.37894713688589976,0.7456956087753112,0.46184166055973896
open_ml_breast_cancer,0.3,MNAR,5,local,0.41716633946441517,0.7063914585321494,0.6922636293615063,0.5657416313113487,0.41716633946441517,0.808046039644581,0.5243476209722584
open_ml_breast_cancer,0.3,MNAR,6,local,0.32549605698811424,0.6571393187326959,0.643996532358042,0.4334880205486158,0.32549605698811424,0.7315625726413983,0.4361417805564435
open_ml_breast_cancer,0.3,MNAR,7,local,0.38802332356586017,0.6637743037032634,0.6504988176291981,0.5451269818510343,0.38802332356586017,0.7643969612500312,0.48836077021116286
open_ml_breast_cancer,0.3,MNAR,8,local,0.5184963357323388,0.5451860669501358,0.5342823456111331,0.7420865928403024,0.5184963357323388,0.765930155792044,0.5355252955248136
open_ml_breast_cancer,0.3,MNAR,9,local,0.3965704807223245,0.6000695024757149,0.5880681124262006,0.5934360619955591,0.3965704807223245,0.7585968347352237,0.4740196576138036
open_ml_breast_cancer,0.3,MNAR,10,local,0.29520688146637636,0.3865982340928778,0.37886626941102025,0.5899633628500293,0.29520688146637636,0.6756193272758181,0.3340620675086095
pima_indians_diabetes,0.1,MCAR,1,local,0.6588046377398504,0.7952463555642448,0.77934142845296,0.7386887010110298,0.6588046377398504,0.8482227008807877,0.7181337185281628
pima_indians_diabetes,0.1,MCAR,2,local,0.7098062315916717,0.7981877501600585,0.7822239951568574,0.807604241005846,0.7098062315916717,0.852877099409519,0.7486496751075244
pima_indians_diabetes,0.1,MCAR,3,local,0.6334971050586552,0.8426802224839705,0.825826618034291,0.7110080046188968,0.6334971050586552,0.8737189025069222,0.7182119785139163
pima_indians_diabetes,0.1,MCAR,4,local,0.7049555774439539,0.87605602385565,0.858534903378537,0.7708507342858818,0.7049555774439539,0.8957706293379837,0.7867118729151923
pima_indians_diabetes,0.1,MCAR,5,local,0.6526258368487006,0.7859045431215674,0.7701864522591361,0.7378625070246171,0.6526258368487006,0.8356755258018114,0.7043529387275523
pima_indians_diabetes,0.1,MCAR,6,local,0.6222753969397509,0.8505042997814889,0.8334942137858591,0.692233648944569,0.6222753969397509,0.8636243842315428,0.7089567941214154
pima_indians_diabetes,0.1,MCAR,7,local,0.6107538057248045,0.7941521835565262,0.7782691398853956,0.7106779470018039,0.6107538057248045,0.8495629699724779,0.6882609692276155
pima_indians_diabetes,0.1,MCAR,8,local,0.6948116274180257,0.903458121784748,0.885388959349053,0.7621767081109921,0.6948116274180257,0.9059979280061632,0.7752214151319721
pima_indians_diabetes,0.1,MCAR,9,local,0.6196017039760293,0.8424001416323568,0.8255521387997096,0.6923288907593804,0.6196017039760293,0.8796218455044095,0.7172923629241544
pima_indians_diabetes,0.1,MCAR,10,local,0.6990924381382819,0.7628917876869143,0.747633951933176,0.7965837222480466,0.6990924381382819,0.8396642038115938,0.7212364823179716
pima_indians_diabetes,0.1,MAR,1,local,0.8401680578411519,0.895196141009825,0.8772922181896285,0.8783141841400969,0.8401680578411519,0.9203245629308549,0.8672561756873441
pima_indians_diabetes,0.1,MAR,2,local,0.9309150341923034,0.9162369379956038,0.8979121992356917,0.9246055457783985,0.9309150341923034,0.9133618830226417,0.9290929667155751
pima_indians_diabetes,0.1,MAR,3,local,0.9370061075832656,0.8882300060461881,0.8704654059252643,0.9361272274369415,0.9370061075832656,0.9198165612833692,0.9139616250279767
pima_indians_diabetes,0.1,MAR,4,local,0.8375078212386458,0.9284656150388217,0.9098963027380453,0.874456209041627,0.8375078212386458,0.9391895450987813,0.8880463794720727
pima_indians_diabetes,0.1,MAR,5,local,0.9275681159609785,0.8664326784811301,0.8491040249115075,0.9240470340920016,0.9275681159609785,0.8999906936292422,0.8955932666920275
pima_indians_diabetes,0.1,MAR,6,local,0.8352288449246478,0.9077254113532802,0.8895709031262146,0.8771695049063502,0.8352288449246478,0.9173654279098116,0.8759976233448546
pima_indians_diabetes,0.1,MAR,7,local,0.9404070532603475,0.9301252766812779,1.0,1.0,0.9404070532603475,0.933270959651017,0.9222791552505488
pima_indians_diabetes,0.1,MAR,8,local,0.9332812991923541,0.9169700439152123,0.8986306430369081,0.9219968849420619,0.9332812991923541,0.9299160100359937,0.9189849971437376
pima_indians_diabetes,0.1,MAR,9,local,0.8609130276014616,0.9043918278642663,0.886303991306981,0.8990327818053684,0.8609130276014616,0.9030476470533587,0.8876156349603712
pima_indians_diabetes,0.1,MAR,10,local,0.85821762810409,0.9369022023471079,0.9181641583001657,0.8747301762659043,0.85821762810409,0.9212140850476512,0.8882895149964427
pima_indians_diabetes,0.1,MNAR,1,local,0.7016162129838552,0.7905591539378565,0.7747479708590993,0.784339137097921,0.7016162129838552,0.853027715417163,0.7502377668242365
pima_indians_diabetes,0.1,MNAR,2,local,0.6262310677142765,0.8342937957706327,0.81760791985522,0.7010970173696316,0.6262310677142765,0.8606691670586141,0.7190508077386902
pima_indians_diabetes,0.1,MNAR,3,local,0.7439271845704911,0.8525054224946048,0.8354553140447127,0.81569372090759,0.7439271845704911,0.8785908803892157,0.7963571040465188
pima_indians_diabetes,0.1,MNAR,4,local,0.6618024939440307,0.7681106627646541,0.752748449509361,0.7604923257767181,0.6618024939440307,0.8217168851044352,0.7165011292751466
pima_indians_diabetes,0.1,MNAR,5,local,0.7225478968977619,0.898025593216402,0.880065081352074,0.7869227371607792,0.7225478968977619,0.9084680247860234,0.8063953319869552
pima_indians_diabetes,0.1,MNAR,6,local,0.6883402771875053,0.8103620390300796,0.794154798249478,0.7783850242232375,0.6883402771875053,0.8616244797520377,0.7474705131226658
pima_indians_diabetes,0.1,MNAR,7,local,0.6345472733363589,0.8092443665169159,0.7930594791865776,0.7303700083747583,0.6345472733363589,0.8531066579719202,0.7192533922524859
pima_indians_diabetes,0.1,MNAR,8,local,0.681524769441802,0.7391668210737758,0.7243834846523003,0.7823058129802838,0.681524769441802,0.8218908315993443,0.7173359997707197
pima_indians_diabetes,0.1,MNAR,9,local,0.6764933517202345,0.8323775064851612,0.815729956355458,0.7537120144377426,0.6764933517202345,0.8681643193041141,0.7376537349088255
pima_indians_diabetes,0.1,MNAR,10,local,0.6253009786894398,0.7805838124607539,0.7649721362115388,0.7303995863889708,0.6253009786894398,0.8364380772266529,0.7021014895941626
pima_indians_diabetes,0.2,MCAR,1,local,0.4351408004755007,0.6273386701269913,0.6147918967244514,0.5387170517292511,0.4351408004755007,0.7072836435288123,0.5093778048254657
pima_indians_diabetes,0.2,MCAR,2,local,0.5114761859564512,0.8074123225627444,0.7912640761114895,0.5644977271456213,0.5114761859564512,0.8254391979586008,0.6302954865086022
pima_indians_diabetes,0.2,MCAR,3,local,0.5640942814364154,0.7583665075795875,0.7431991774279957,0.6567364203882177,0.5640942814364154,0.8147988633805034,0.6535503153673458
pima_indians_diabetes,0.2,MCAR,4,local,0.5078961602863523,0.6766554493730221,0.6631223403855617,0.6076358785251387,0.5078961602863523,0.7575536892662552,0.5771407271415816
pima_indians_diabetes,0.2,MCAR,5,local,0.5703882012435428,0.8013448173849329,0.7853179210372342,0.6635450591194776,0.5703882012435428,0.8294408953378044,0.6657231941716448
pima_indians_diabetes,0.2,MCAR,6,local,0.5639109803704174,0.8079159077545955,0.7917575895995036,0.6286026123565772,0.5639109803704174,0.8342132148994877,0.6631812776619116
pima_indians_diabetes,0.2,MCAR,7,local,0.5550321328520694,0.8896180262239329,0.8718256656994543,0.6067730631172564,0.5550321328520694,0.9098643909023454,0.6835854340848027
pima_indians_diabetes,0.2,MCAR,8,local,0.48687784835623593,0.6948161265665338,0.6809198040352031,0.5815130573928661,0.48687784835623593,0.7555240081648246,0.5771137152690013
pima_indians_diabetes,0.2,MCAR,9,local,0.5879540187980047,0.7927861024652618,0.7769303804159565,0.6757190099270483,0.5879540187980047,0.8465775306180735,0.6822652559991828
pima_indians_diabetes,0.2,MCAR,10,local,0.503029038067844,0.7764698752832866,0.7609404777776209,0.5512059460295914,0.503029038067844,0.8013862481343932,0.6062868223451289
pima_indians_diabetes,0.2,MAR,1,local,0.7734579895982567,0.843394661214455,0.8265267679901659,0.8295873508526778,0.7734579895982567,0.8840056915334753,0.8090902882240006
pima_indians_diabetes,0.2,MAR,2,local,0.5363086274289623,0.8882001292733502,0.8704361266878832,0.566050176164549,0.5363086274289623,0.9094038927528577,0.6687810637179932
pima_indians_diabetes,0.2,MAR,3,local,0.7300768749108352,0.8641539802793029,0.8468709006737168,0.8000373500742457,0.7300768749108352,0.8918815584068013,0.7991441949333662
pima_indians_diabetes,0.2,MAR,4,local,0.773723821096928,0.8575673528027193,0.840416005746665,0.8213324576562891,0.773723821096928,0.884935881321848,0.8120751858172564
pima_indians_diabetes,0.2,MAR,5,local,0.652273333776645,0.8550096853516492,0.8379094916446163,0.7331208098112953,0.652273333776645,0.8706951602196699,0.7375691344889785
pima_indians_diabetes,0.2,MAR,6,local,0.6675499340448316,0.8553954012438785,0.8382874932190009,0.7378557167880685,0.6675499340448316,0.8949403305597333,0.7578710241295274
pima_indians_diabetes,0.2,MAR,7,local,0.9112418553482592,0.9063611485017259,0.8882339255316913,0.9254423445137564,0.9112418553482592,0.9258710681975807,0.9196732446461515
pima_indians_diabetes,0.2,MAR,8,local,0.7562130124841716,0.8375730613253927,0.8208216000988848,0.8213780464998262,0.7562130124841716,0.8860159080352779,0.8093490122583578
pima_indians_diabetes,0.2,MAR,9,local,0.6936773362816615,0.8931880096306078,0.8753242494379957,0.7645498224450118,0.6936773362816615,0.9165569005386489,0.7831683883629673
pima_indians_diabetes,0.2,MAR,10,local,0.7213237405887586,0.8462814099296984,0.8293557817311044,0.8019693174862769,0.7213237405887586,0.872235935882644,0.7777163746761155
pima_indians_diabetes,0.2,MNAR,1,local,0.5940002239851795,0.6909369580928618,0.6771182189310045,0.7135794025638658,0.5940002239851795,0.7862057306812806,0.6448710822128565
pima_indians_diabetes,0.2,MNAR,2,local,0.5848862397618916,0.7272314809130229,0.7126868512947625,0.6985346615762725,0.5848862397618916,0.79596888566589,0.6557800991182018
pima_indians_diabetes,0.2,MNAR,3,local,0.5362029382833968,0.7329838704611429,0.71832419305192,0.6456515993297836,0.5362029382833968,0.7926466027581395,0.6185195378508218
pima_indians_diabetes,0.2,MNAR,4,local,0.5619198996662977,0.7648354015155382,0.7495386934852274,0.6453604557849956,0.5619198996662977,0.8216679434931818,0.6412583766613877
pima_indians_diabetes,0.2,MNAR,5,local,0.5541872874262128,0.7693893967005887,0.754001608766577,0.6472272289283182,0.5541872874262128,0.8151632313818444,0.6420006991685122
pima_indians_diabetes,0.2,MNAR,6,local,0.4658889707969496,0.555684638950469,0.5445709461714596,0.6167400046805224,0.4658889707969496,0.7029948177418776,0.5044817773306893
pima_indians_diabetes,0.2,MNAR,7,local,0.5613646502609887,0.7311688824892072,0.716545504839423,0.6629024695364711,0.5613646502609887,0.7955928803842762,0.6324654547531364
pima_indians_diabetes,0.2,MNAR,8,local,0.5833135881364724,0.7416072578163775,0.7267751126600499,0.6814497466980424,0.5833135881364724,0.8041815729777053,0.6502966343855667
pima_indians_diabetes,0.2,MNAR,9,local,0.48399529147921977,0.6255981842245069,0.6130862205400167,0.6106610902450066,0.48399529147921977,0.7216365728845869,0.5523231483937162
pima_indians_diabetes,0.2,MNAR,10,local,0.552955410996569,0.7589435575716988,0.7437646864202648,0.6495244585652806,0.552955410996569,0.8186443212552462,0.6428646579381903
pima_indians_diabetes,0.3,MCAR,1,local,0.46851896593989173,0.6400167342313877,0.62721639954676,0.5880173269612902,0.46851896593989173,0.7300764127517249,0.5425337759460589
pima_indians_diabetes,0.3,MCAR,2,local,0.4172377577478703,0.6389015625162571,0.6261235312659319,0.5009589485143069,0.4172377577478703,0.7112636080453606,0.5098754581258709
pima_indians_diabetes,0.3,MCAR,3,local,0.47823711203879904,0.7764329547106382,0.7609042956164255,0.5255270318167651,0.47823711203879904,0.804249227184845,0.6006583445638577
pima_indians_diabetes,0.3,MCAR,4,local,0.4591076758193681,0.5390676281473864,0.5282862755844386,0.6198230059354926,0.4591076758193681,0.6874389572394142,0.4938154849244548
pima_indians_diabetes,0.3,MCAR,5,local,0.4200090884033028,0.5766915263205412,0.5651576957941303,0.538020313870661,0.4200090884033028,0.6820089662678624,0.4857339237715405
pima_indians_diabetes,0.3,MCAR,6,local,0.4332500368922116,0.6123058837187785,0.6000597660444029,0.5475904529339481,0.4332500368922116,0.7000928712313611,0.503063554248677
pima_indians_diabetes,0.3,MCAR,7,local,0.46730810271893625,0.6039208653942418,0.591842448086357,0.5938744649412292,0.46730810271893625,0.7198977476343047,0.5317908080538918
pima_indians_diabetes,0.3,MCAR,8,local,0.4682853578363772,0.6386786162656649,0.6259050439403516,0.5838192569440591,0.4682853578363772,0.727232773605779,0.5417777766023154
pima_indians_diabetes,0.3,MCAR,9,local,0.43172118694367406,0.7511280158579865,0.7361054555408267,0.4628819329145763,0.43172118694367406,0.7673301223295249,0.5478398098017864
pima_indians_diabetes,0.3,MCAR,10,local,0.44224427141954975,0.6981219402682385,0.6841595014628737,0.512664146296887,0.44224427141954975,0.7354636363742175,0.5396519403898723
pima_indians_diabetes,0.3,MAR,1,local,0.5902754979147229,0.5394521570833675,0.5286631139417001,0.7653499428170624,0.5902754979147229,0.7217746332227396,0.5703540864616403
pima_indians_diabetes,0.3,MAR,2,local,0.6490672633029453,0.7061226979049788,0.6920002439468792,0.7616987224505322,0.6490672633029453,0.8056087645311978,0.6854284097474266
pima_indians_diabetes,0.3,MAR,3,local,0.5994199978480939,0.7434683266646059,0.7285989601313138,0.6899516258009348,0.5994199978480939,0.8099907042920346,0.6624485794481316
pima_indians_diabetes,0.3,MAR,4,local,0.6984099115191359,0.8180280059870327,0.8016674458672921,0.7777231533603048,0.6984099115191359,0.8612716457989272,0.7494269925017474
pima_indians_diabetes,0.3,MAR,5,local,0.7922339549031268,0.8184327526152886,0.8020640975629828,0.8383334732154539,0.7922339549031268,0.8595188327985601,0.7956917968448058
pima_indians_diabetes,0.3,MAR,6,local,0.694914667210199,0.8264398069512368,0.809911010812212,0.7767164956994294,0.694914667210199,0.8763375521457918,0.759823056504976
pima_indians_diabetes,0.3,MAR,7,local,0.5383033864371762,0.83988931374521,0.8230915274703058,0.5919528722586542,0.5383033864371762,0.8661955345158192,0.6658528768391158
pima_indians_diabetes,0.3,MAR,8,local,0.7444113908910183,0.7920940442917141,0.7762521634058799,0.8248079195506324,0.7444113908910183,0.8495739771749848,0.7707873370343732
pima_indians_diabetes,0.3,MAR,9,local,0.6026340797930912,0.8678218818003735,0.850465444164366,0.6799205667466297,0.6026340797930912,0.8874775704354617,0.7101036903983203
pima_indians_diabetes,0.3,MAR,10,local,0.5197352759396463,0.8184588882241038,0.8020897104596217,0.569968746268214,0.5197352759396463,0.8368862132420647,0.630798295268643
pima_indians_diabetes,0.3,MNAR,1,local,0.5103310117930003,0.6314877413240422,0.6188579864975613,0.6347330260881549,0.5103310117930003,0.7389230724050686,0.5633127038591822
pima_indians_diabetes,0.3,MNAR,2,local,0.4279891790776547,0.6595985278706263,0.6464065573132138,0.496851846284618,0.4279891790776547,0.7099784462520791,0.5139767106177021
pima_indians_diabetes,0.3,MNAR,3,local,0.4932376391732881,0.5784298591912501,0.5668612620074251,0.6542231895366036,0.4932376391732881,0.7099657645515011,0.5313499600322252
pima_indians_diabetes,0.3,MNAR,4,local,0.4793315487804273,0.7590208710912808,0.7438404536694552,0.5361387921150015,0.4793315487804273,0.7948757155377129,0.5949389555963904
pima_indians_diabetes,0.3,MNAR,5,local,0.44758984896646575,0.748756725549843,0.7337815910388461,0.48821731548670144,0.44758984896646575,0.7741050203481502,0.5634265244614591
pima_indians_diabetes,0.3,MNAR,6,local,0.39463240277299005,0.5791098969283652,0.5675276989897979,0.49310761079545773,0.39463240277299005,0.6572848709270314,0.4614241937318276
pima_indians_diabetes,0.3,MNAR,7,local,0.5026287586432432,0.6870506062470669,0.6733095941221255,0.5982216164404247,0.5026287586432432,0.7610005256582931,0.58648282575511
pima_indians_diabetes,0.3,MNAR,8,local,0.46602878363377304,0.5394105788840573,0.5286223673063761,0.6357828360840408,0.46602878363377304,0.6972961011343165,0.5029199210975474
pima_indians_diabetes,0.3,MNAR,9,local,0.4533497944695284,0.6783393275269337,0.664772540976395,0.5252021597737745,0.4533497944695284,0.7358624340859427,0.5434586859457456
pima_indians_diabetes,0.3,MNAR,10,local,0.5018291434314128,0.6324048373494972,0.6197567406025072,0.6443167170626722,0.5018291434314128,0.7328797773203539,0.5552386745116421
