Dataset,Missingness Ratio,Mechanism,Iteration,Impute,precision,recall,sensitivity,specificity,ppv,npv,f1
breast_cancer,0.2,MCAR,10,local,0.9238639867544947,0.7675220763749919,0.752171634847492,0.9399754501833618,0.9238639867544947,0.7201645666413979,0.8289522812002958
breast_cancer,0.2,MAR,1,local,0.9280515335677746,0.9222506989142036,1.0,1.0,0.9280515335677746,0.9256926860906313,0.9274019353090821
breast_cancer,0.2,MAR,2,local,0.9252437960626255,0.9308990339556217,1.0,1.0,0.9252437960626255,0.9217001198066612,0.925020588989024
breast_cancer,0.2,MAR,3,local,0.9323908020939061,0.9379026410480239,1.0,1.0,0.9323908020939061,0.9357460684855292,0.9381000462331545
breast_cancer,0.2,MAR,4,local,0.9378162868051859,0.7789681803611804,0.7633888167539568,0.9372902774160958,0.9378162868051859,0.7346901413293211,0.846450592841202
breast_cancer,0.2,MAR,5,local,0.9307431648295011,0.9286171506941309,1.0,1.0,0.9307431648295011,0.9257758806271221,0.9238001783598544
breast_cancer,0.2,MAR,6,local,0.9252846083685683,0.9333353601334385,1.0,1.0,0.9252846083685683,0.9257764572718109,0.9276033904123043
breast_cancer,0.2,MAR,7,local,0.9274220419296596,0.9332523652275218,1.0,1.0,0.9274220419296596,0.9358434052009902,0.9387619635401043
breast_cancer,0.2,MAR,8,local,0.9297318254457964,0.8685906305556003,0.8512188179444883,0.9353250779709734,0.9297318254457964,0.8354017904222739,0.8906736815812332
breast_cancer,0.2,MAR,9,local,0.9285097899089081,0.929746275613248,1.0,1.0,0.9285097899089081,0.9343923540695652,0.9369766605426447
breast_cancer,0.2,MAR,10,local,0.9225841411765778,0.5909633345156737,0.5791440678253602,0.9288424212484054,0.9225841411765778,0.5846978108204057,0.7159799602094877
breast_cancer,0.2,MNAR,1,local,0.9231238109808878,0.3404062419874819,0.33359811714773224,0.9318231396446373,0.9231238109808878,0.4588398484100012,0.4984096720664843
breast_cancer,0.2,MNAR,2,local,0.935220946481259,0.6003859708224984,0.5883782514060485,0.9328346804024658,0.935220946481259,0.5917589662022826,0.7376640092158014
breast_cancer,0.2,MNAR,3,local,0.9287192937767358,0.6159711795403959,0.603651755949588,0.9274349313865581,0.9287192937767358,0.5916180193123755,0.7352539353752138
breast_cancer,0.2,MNAR,4,local,0.7933849302972741,0.5198647343362643,0.509467439649539,0.7804312692520644,0.7933849302972741,0.5025004913524354,0.6331653259366627
breast_cancer,0.2,MNAR,5,local,0.9133328577448179,0.5909406495359928,0.5791218365452729,0.9042845987135267,0.9133328577448179,0.5696548816437171,0.717677060939336
breast_cancer,0.2,MNAR,6,local,0.7971275071823727,0.6533974967471206,0.6403295468121781,0.7418549282563146,0.7971275071823727,0.5734923977302003,0.7193678719235961
breast_cancer,0.2,MNAR,7,local,0.9224244887280432,0.4096673651013342,0.4014740177993075,0.9243674445965612,0.9224244887280432,0.478472231787908,0.5606283573193591
breast_cancer,0.2,MNAR,8,local,0.936860920947308,0.473396683843154,0.46392875016629087,0.9316799901196453,0.936860920947308,0.5082843052421872,0.6275343785145805
breast_cancer,0.2,MNAR,9,local,0.9308329425347379,0.5159483307871281,0.5056293641713855,0.9296639768225853,0.9308329425347379,0.5355141728526992,0.6540871839654382
breast_cancer,0.2,MNAR,10,local,0.926180868239104,0.47570853822158715,0.4661943674571554,0.9212702323775519,0.926180868239104,0.5129218093862247,0.6316770348496081
breast_cancer,0.3,MCAR,1,local,0.7480513642933676,0.5008801044131707,0.49086250232490725,0.7375538876649186,0.7480513642933676,0.47051623278243593,0.5997931564464268
breast_cancer,0.3,MCAR,2,local,0.8966497026430112,0.300596026108428,0.2945841055862594,0.9084784836221984,0.8966497026430112,0.4383655730279188,0.4492565138754165
breast_cancer,0.3,MCAR,3,local,0.9333308192658578,0.3020898257367243,0.29604802922198986,0.9382499947783999,0.9333308192658578,0.4377257268867246,0.4528061350951329
breast_cancer,0.3,MCAR,4,local,0.7638459303651758,0.6233379081677278,0.6108711500043733,0.7082235739813747,0.7638459303651758,0.5532176463937748,0.6872531905554942
breast_cancer,0.3,MCAR,5,local,0.8737366037881537,0.3538826656989717,0.3468050123849923,0.8901398612315612,0.8737366037881537,0.4452087395677272,0.49789365180568496
breast_cancer,0.3,MCAR,6,local,0.9288559576927904,0.23540377472698498,0.2306956992324453,0.9385741365924254,0.9288559576927904,0.41952972338151717,0.3775393512798734
breast_cancer,0.3,MCAR,7,local,0.6754938904466532,0.2997134301347052,0.2937191615320111,0.7396134261409765,0.6754938904466532,0.38412975916821446,0.4128033267436479
breast_cancer,0.3,MCAR,8,local,0.938804861229216,0.44498717619323924,0.43608743266937444,0.9325330099189569,0.938804861229216,0.5051013648714687,0.5993462352701944
breast_cancer,0.3,MCAR,9,local,0.909119785144347,0.5531967555756596,0.5421328204641465,0.9168970810243153,0.909119785144347,0.5499037392037704,0.6848646539251454
breast_cancer,0.3,MCAR,10,local,0.8893899991883871,0.27659452713888766,0.2710626365961099,0.9016180494380575,0.8893899991883871,0.4205589901267295,0.41760666720408396
breast_cancer,0.3,MAR,1,local,0.9288035514675627,0.9367432463924158,1.0,1.0,0.9288035514675627,0.9398267017209742,0.9403322802332825
breast_cancer,0.3,MAR,2,local,0.9383681849393222,0.9028669330511998,0.8848095943901758,0.92257407780114,0.9383681849393222,0.8928981746367567,0.9102123342261081
breast_cancer,0.3,MAR,3,local,0.9264370380192869,0.8254676539055052,0.8089583008273952,0.9258150081004858,0.9264370380192869,0.7874605924589144,0.8665893098052158
breast_cancer,0.3,MAR,4,local,0.9382882134160748,0.9402749610867623,1.0,1.0,0.9382882134160748,0.9391418610899867,0.9260258365943049
breast_cancer,0.3,MAR,5,local,0.9246609531426226,0.9399745461413428,1.0,1.0,0.9246609531426226,0.9224492109708962,0.9283330101541905
breast_cancer,0.3,MAR,6,local,0.9312494285006092,0.939263080210851,1.0,1.0,0.9312494285006092,0.9288591259892135,0.9261128682446189
breast_cancer,0.3,MAR,7,local,0.9097907577243828,0.8177068537961591,0.801352716720236,0.9049648510215687,0.9097907577243828,0.7747080212274435,0.8766581197552378
breast_cancer,0.3,MAR,8,local,0.9306853699080049,0.8685649868145929,0.851193687078301,0.9392273517703867,0.9306853699080049,0.8346718755235942,0.8932487869710949
breast_cancer,0.3,MAR,9,local,0.9321432531312206,0.9376165412832631,1.0,1.0,0.9321432531312206,0.927917400351606,0.936243688560285
breast_cancer,0.3,MAR,10,local,0.9327237088455762,0.928083367891359,1.0,1.0,0.9327237088455762,0.9247142903758587,0.9348696051475425
breast_cancer,0.3,MNAR,1,local,0.9287701030051234,0.37678970841724685,0.3692539142489019,0.9269603816047939,0.9287701030051234,0.4698845626381556,0.5372070450436484
breast_cancer,0.3,MNAR,2,local,0.9264301763393861,0.3931685879192785,0.3853052161608929,0.9278238462261914,0.9264301763393861,0.480920591406153,0.5473342722213993
breast_cancer,0.3,MNAR,3,local,0.6493143562089092,0.38231158107798885,0.37466534945642904,0.6447859565864674,0.6493143562089092,0.38556482600152076,0.48132464219119264
breast_cancer,0.3,MNAR,4,local,0.5946025397079071,0.30036825641937615,0.29436089129098864,0.6444722971477057,0.5946025397079071,0.35551870784712575,0.3987526525790261
breast_cancer,0.3,MNAR,5,local,0.8764501839879852,0.3835390818196271,0.3758683001832345,0.891230234725149,0.8764501839879852,0.4571496625726541,0.5322398487141661
breast_cancer,0.3,MNAR,6,local,0.9384079567852509,0.2506480580911145,0.24563509692929222,0.9216645569353847,0.9384079567852509,0.42066345789510645,0.39539068952307965
breast_cancer,0.3,MNAR,7,local,0.7305557178508918,0.641917195596243,0.6290788516843182,0.6470131781448843,0.7305557178508918,0.5423016548278222,0.6842169048449626
breast_cancer,0.3,MNAR,8,local,0.9343234577080535,0.5400474126221918,0.529246464369748,0.9256850634428367,0.9343234577080535,0.54988264265761,0.6771045557610318
breast_cancer,0.3,MNAR,9,local,0.8867721805502117,0.24664814697089735,0.2417151840314794,0.906934512896398,0.8867721805502117,0.4121321080121832,0.38918464674350606
breast_cancer,0.3,MNAR,10,local,0.8661694832601177,0.39406733283300693,0.3861859861763468,0.8837268888222661,0.8661694832601177,0.46712295687310806,0.5468564781186877
open_ml_breast_cancer,0.1,MCAR,1,local,0.730473344304252,0.821912995097358,0.8054747351954109,0.8338438331546837,0.730473344304252,0.8846873136878498,0.7775230609989298
open_ml_breast_cancer,0.1,MCAR,2,local,0.7125368728286955,0.878642928344306,0.8610700697774198,0.8260308490775962,0.7125368728286955,0.9142889151918911,0.7843887963596682
open_ml_breast_cancer,0.1,MCAR,3,local,0.49926534201293665,0.7674677294901467,0.7521183749003438,0.6611384144827153,0.49926534201293665,0.8374793961882653,0.6034829596216561
open_ml_breast_cancer,0.1,MCAR,4,local,0.7180162755933961,0.7137127184990241,0.6994384641290435,0.8403002465537214,0.7180162755933961,0.8434413859839704,0.7191133305753054
open_ml_breast_cancer,0.1,MCAR,5,local,0.5650148969667325,0.7646013835801934,0.7493093559085895,0.7264898436711643,0.5650148969667325,0.8475114001878774,0.6466349633045734
open_ml_breast_cancer,0.1,MCAR,6,local,0.5200893583352592,0.7643335821470468,0.7490469105041059,0.6801412623498279,0.5200893583352592,0.8421253292149312,0.6150649457925182
open_ml_breast_cancer,0.1,MCAR,7,local,0.7379525471305253,0.8160539969602962,0.7997329170210903,0.8328981895081892,0.7379525471305253,0.8806229660271955,0.7698293247857412
open_ml_breast_cancer,0.1,MCAR,8,local,0.5640795980874984,0.6041302847471103,0.592047679052168,0.7782141170626865,0.5640795980874984,0.7951126824232861,0.5804621009602546
open_ml_breast_cancer,0.1,MCAR,9,local,0.7602715317654388,0.7094895226297038,0.6952997321771097,0.8547626739839949,0.7602715317654388,0.8392565225240938,0.7296171235936274
open_ml_breast_cancer,0.1,MCAR,10,local,0.5814398394598286,0.8239464699226445,0.8074675405241917,0.7289046532029434,0.5814398394598286,0.8791021669964889,0.6802719238107916
open_ml_breast_cancer,0.1,MAR,1,local,0.9349409108343114,0.930613636960142,1.0,1.0,0.9349409108343114,0.9264411967346199,0.9317303815134833
open_ml_breast_cancer,0.1,MAR,2,local,0.9385093244046918,0.9219605636223278,1.0,1.0,0.9385093244046918,0.931787645563274,0.9406195757645722
open_ml_breast_cancer,0.1,MAR,3,local,0.8790575228086465,0.9338909966344145,0.9152131767017262,0.9019773298747652,0.8790575228086465,0.9399240891764706,0.9068359366593477
open_ml_breast_cancer,0.1,MAR,4,local,0.8831787087595246,0.9367540258576432,1.0,0.975609756097561,0.8831787087595246,0.9244948426647802,0.913427595982172
open_ml_breast_cancer,0.1,MAR,5,local,0.9394595137396152,0.9348718470434143,1.0,1.0,0.9394595137396152,0.9287165826871311,0.9365373820272256
open_ml_breast_cancer,0.1,MAR,6,local,0.9254885950687434,0.9247950260456809,1.0,1.0,0.9254885950687434,0.9273707099917576,0.9235428911061881
open_ml_breast_cancer,0.1,MAR,7,local,0.9247189103739771,0.8697503981452445,0.9411764705882353,1.0,0.9247189103739771,0.9077034000769193,0.9054488507140233
open_ml_breast_cancer,0.1,MAR,8,local,0.8746503860008608,0.923673951595938,0.9052004725640193,0.9178154981757419,0.8746503860008608,0.9359388399351639,0.9127461915115088
open_ml_breast_cancer,0.1,MAR,9,local,0.7791160163697494,0.8723296664447707,0.8548830731158753,0.8678000272931506,0.7791160163697494,0.90099094048252,0.8351111672345829
open_ml_breast_cancer,0.1,MAR,10,local,0.8828443726980256,0.9359591685103148,0.9172399851401085,0.9128533612393188,0.8828443726980256,0.9335187060354557,0.9108581861153505
open_ml_breast_cancer,0.1,MNAR,1,local,0.7484735974106917,0.9368411605767609,0.9181043373652257,0.8361212045178408,0.7484735974106917,0.9333319826597508,0.8387145884953577
open_ml_breast_cancer,0.1,MNAR,2,local,0.6395411036770623,0.8261983841082787,0.8096744164261132,0.7673970453026523,0.6395411036770623,0.8845045539342724,0.7134103070346951
open_ml_breast_cancer,0.1,MNAR,3,local,0.626546062648889,0.7633294389996027,0.7480628502196106,0.7703022529925154,0.626546062648889,0.8587997381547736,0.6880872152532106
open_ml_breast_cancer,0.1,MNAR,4,local,0.5853888516033272,0.8281610028059151,0.8115977827497968,0.722391029138909,0.5853888516033272,0.8826846974629486,0.6842097627545759
open_ml_breast_cancer,0.1,MNAR,5,local,0.604027577101687,0.7133664988812282,0.6990991689036036,0.7767229790726109,0.604027577101687,0.8256717121465414,0.660045754503914
open_ml_breast_cancer,0.1,MNAR,6,local,0.6782795392151297,0.8781416167819472,0.8605787844463083,0.7953598286630391,0.6782795392151297,0.9000002643027325,0.7683436636104332
open_ml_breast_cancer,0.1,MNAR,7,local,0.6262348656305523,0.7628776433162658,0.7476200904499405,0.7641449000494505,0.6262348656305523,0.8622857893532756,0.6806626689012534
open_ml_breast_cancer,0.1,MNAR,8,local,0.6794720964915394,0.7704081935606764,0.7550000296894628,0.8152151422686752,0.6794720964915394,0.8678751780200782,0.7200882158309759
open_ml_breast_cancer,0.1,MNAR,9,local,0.6712936268659419,0.7074742558827379,0.6933247707650831,0.8143500608589171,0.6712936268659419,0.8356514359660457,0.6877452831283665
open_ml_breast_cancer,0.1,MNAR,10,local,0.6715981138824026,0.7159373535982239,0.7016186065262594,0.8125146226006893,0.6715981138824026,0.842451047345012,0.6967543672683577
open_ml_breast_cancer,0.2,MCAR,1,local,0.4849153872571028,0.6538897308525327,0.6408119362354819,0.685684060038827,0.4849153872571028,0.794325610085655,0.5533144636309375
open_ml_breast_cancer,0.2,MCAR,2,local,0.46646003036077593,0.6586465944876608,0.6454736625979076,0.6588578218388392,0.46646003036077593,0.8003752909759397,0.5464664242923196
open_ml_breast_cancer,0.2,MCAR,3,local,0.45011927833232174,0.6541798929031843,0.6410962950451207,0.6418430891875081,0.45011927833232174,0.7846675137738689,0.5291262709478287
open_ml_breast_cancer,0.2,MCAR,4,local,0.4634115376278581,0.7159705158463516,0.7016511055294246,0.6315912442241096,0.4634115376278581,0.8192282663886502,0.5630023305807651
open_ml_breast_cancer,0.2,MCAR,5,local,0.5338822856787643,0.4348179404956915,0.4261215816857777,0.797151644986955,0.5338822856787643,0.7396752474525979,0.4791419833823096
open_ml_breast_cancer,0.2,MCAR,6,local,0.6537174655038778,0.7712314617684944,0.7558068325331245,0.7956333943807751,0.6537174655038778,0.8600023183552022,0.7056346612433471
open_ml_breast_cancer,0.2,MCAR,7,local,0.6303154079925197,0.924790647320308,0.9062948343739018,0.7498307008150995,0.6303154079925197,0.9218363905529091,0.7530932565062758
open_ml_breast_cancer,0.2,MCAR,8,local,0.4809388392967826,0.6557044337095675,0.6425903450353762,0.6864702321012021,0.4809388392967826,0.803558015924421,0.5594345109184322
open_ml_breast_cancer,0.2,MCAR,9,local,0.5090524551715686,0.8678845416290982,0.8505268507965162,0.6363274301784129,0.5090524551715686,0.8975248364274013,0.6524258859593224
open_ml_breast_cancer,0.2,MCAR,10,local,0.5512792375804506,0.5462943044116693,0.5353684183234358,0.774271507185142,0.5512792375804506,0.778602791121384,0.5431338863670548
open_ml_breast_cancer,0.2,MAR,1,local,0.8838493046636271,0.9406084610812179,0.9217962918595936,0.912708835526908,0.8838493046636271,0.9327825531398769,0.9110250521962787
open_ml_breast_cancer,0.2,MAR,2,local,0.8383366962988149,0.9383279379532586,0.9195613791941935,0.8907686200837169,0.8383366962988149,0.9319558442476517,0.8777117593112744
open_ml_breast_cancer,0.2,MAR,3,local,0.7316061888731054,0.8215672272974276,0.8051358827514791,0.8462510524951244,0.7316061888731054,0.8910430039347099,0.7690873376844711
open_ml_breast_cancer,0.2,MAR,4,local,0.7534164579917854,0.7118702904201237,0.6976328846117212,0.8652550633591382,0.7534164579917854,0.8482496700712915,0.7350730975581726
open_ml_breast_cancer,0.2,MAR,5,local,0.748538187420135,0.8770305172892635,0.8594899069434783,0.8388792056954405,0.748538187420135,0.89877283089273,0.807486995278438
open_ml_breast_cancer,0.2,MAR,6,local,0.677924111406204,0.8789501017005,0.8613710996664901,0.7953732790358025,0.677924111406204,0.9139257775731944,0.767019173277311
open_ml_breast_cancer,0.2,MAR,7,local,0.9222792090292876,0.9305903970570193,1.0,1.0,0.9222792090292876,0.9236019156302948,0.9395596707686302
open_ml_breast_cancer,0.2,MAR,8,local,0.7131800291152444,0.8746612499438916,0.8571680249450138,0.8241970723583101,0.7131800291152444,0.911664174722607,0.7761369061324652
open_ml_breast_cancer,0.2,MAR,9,local,0.7123243287853034,0.552304180955382,0.5412580973362744,0.867186989483389,0.7123243287853034,0.7814900289029564,0.6144052797029085
open_ml_breast_cancer,0.2,MAR,10,local,0.932209603656308,0.8797570746926368,0.862161933198784,0.9366306038331911,0.932209603656308,0.9179084406780235,0.906713098861289
open_ml_breast_cancer,0.2,MNAR,1,local,0.5643022369955714,0.8158880429490492,0.7995702820900682,0.7012315844229091,0.5643022369955714,0.8735363213575643,0.669894633275605
open_ml_breast_cancer,0.2,MNAR,2,local,0.5193159468163189,0.7684808035416101,0.7531111874707779,0.6859949315724527,0.5193159468163189,0.85183168819747,0.6186549981628249
open_ml_breast_cancer,0.2,MNAR,3,local,0.6014342177828917,0.718642899427679,0.7042700414391254,0.7769206492636388,0.6014342177828917,0.8374077396355358,0.6519544049737117
open_ml_breast_cancer,0.2,MNAR,4,local,0.4629268078728912,0.5449494420304747,0.5340504531898652,0.7056614111528648,0.4629268078728912,0.7529329972418671,0.5031780375839529
open_ml_breast_cancer,0.2,MNAR,5,local,0.5415647692879658,0.6014924300139121,0.5894625814136338,0.7515441422240486,0.5415647692879658,0.7855667779719133,0.5714506291278788
open_ml_breast_cancer,0.2,MNAR,6,local,0.6001624987659947,0.715986859080229,0.7016671218986243,0.7776209030691464,0.6001624987659947,0.8338835168792083,0.650455556903261
open_ml_breast_cancer,0.2,MNAR,7,local,0.5081199582260609,0.7162249118299152,0.7019004135933169,0.6768820455799219,0.5081199582260609,0.8220028291563961,0.5955502632277803
open_ml_breast_cancer,0.2,MNAR,8,local,0.3118333953510738,0.3812772087876107,0.37365166461185845,0.6089147605701128,0.3118333953510738,0.67543301779386,0.345661000345215
open_ml_breast_cancer,0.2,MNAR,9,local,0.4963676595590129,0.495038718891185,0.4851379445133613,0.7497119702783872,0.4963676595590129,0.7427155077295705,0.49615244854228835
open_ml_breast_cancer,0.2,MNAR,10,local,0.562078341270188,0.7623358177888222,0.7470891014330457,0.7317084369589862,0.562078341270188,0.8493265733340324,0.6505741103809047
open_ml_breast_cancer,0.3,MCAR,1,local,0.30018412643915876,0.6046086160062674,0.592516443686142,0.41011019414392713,0.30018412643915876,0.6928927848585827,0.4006032068021853
open_ml_breast_cancer,0.3,MCAR,2,local,0.34951617512991506,0.606861743594852,0.594724508722955,0.5200298227984586,0.34951617512991506,0.7374213249311709,0.44106722562782813
open_ml_breast_cancer,0.3,MCAR,3,local,0.4136630611149924,0.6524162207525723,0.6393678963375209,0.5909025427835275,0.4136630611149924,0.7859156565831092,0.5127829886889188
open_ml_breast_cancer,0.3,MCAR,4,local,0.3895156283288897,0.8752775402212704,0.857771989416845,0.43278485060688365,0.3895156283288897,0.8790718061183567,0.5371022462341734
open_ml_breast_cancer,0.3,MCAR,5,local,0.35709905168413947,0.5476579949732957,0.5367048350738298,0.5637616842771883,0.35709905168413947,0.7268877961916256,0.43193799502197405
open_ml_breast_cancer,0.3,MCAR,6,local,0.40948514514013573,0.5984963249785639,0.5865263984789926,0.617929154602567,0.40948514514013573,0.7557799425951476,0.4868918094582397
open_ml_breast_cancer,0.3,MCAR,7,local,0.4141622719324113,0.7114298168772225,0.697201220539678,0.5717703259162127,0.4141622719324113,0.7957746258412434,0.5291279432876327
open_ml_breast_cancer,0.3,MCAR,8,local,0.46579705716943876,0.597028603371848,0.5850880313044111,0.6785295256976644,0.46579705716943876,0.7834021045345568,0.5297076071732463
open_ml_breast_cancer,0.3,MCAR,9,local,0.1700110201922687,0.21961396297536925,0.21522168371586187,0.5251100971924197,0.1700110201922687,0.5929428991400238,0.1927441452462676
open_ml_breast_cancer,0.3,MCAR,10,local,0.4068575701943815,0.7113463415114599,0.6971194146812307,0.5401828607742447,0.4068575701943815,0.7933732458645879,0.5136834186854511
open_ml_breast_cancer,0.3,MAR,1,local,0.7992557487395271,0.7084983391708763,0.6943283723874588,0.8816118275311937,0.7992557487395271,0.8430401865394892,0.7578309029858118
open_ml_breast_cancer,0.3,MAR,2,local,0.8693006935010836,0.8265723826208055,0.8100409349683894,0.8990160850707787,0.8693006935010836,0.8835160941908476,0.8418346677095386
open_ml_breast_cancer,0.3,MAR,3,local,0.4480230476653888,0.7603749398445614,0.7451674410476702,0.5845625555343477,0.4480230476653888,0.8397268442767062,0.5681714797413361
open_ml_breast_cancer,0.3,MAR,4,local,0.8754931021560572,0.8694398589531096,0.8520510617740474,0.9007456708911248,0.8754931021560572,0.9005982554408715,0.8687245084442521
open_ml_breast_cancer,0.3,MAR,5,local,0.7330069572218268,0.8181693387354818,0.8018059519607722,0.8470594893618353,0.7330069572218268,0.8901661507500538,0.7817612717636203
open_ml_breast_cancer,0.3,MAR,6,local,0.6716300345666316,0.8204356563505323,0.8040269432235216,0.7896081662346347,0.6716300345666316,0.8787855598120602,0.7305005683600698
open_ml_breast_cancer,0.3,MAR,7,local,0.7200232729636079,0.7725477981105692,0.7570968421483578,0.8351378851805284,0.7200232729636079,0.8666920218009861,0.7459941001299303
